reaction	left_comp	right_comp	left_smiles	right_smiles
DM7766	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CC1=C2C=CC=C(C2=CC=C1)C(=O)[O-]	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC1=C2C=C(C=C(C2=CC=C1)C(=O)O)[O-]
DM7767	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)CO
DM7768	a	b	O=O.C1=CC=C(C=C1)CC(C(=O)O)N.CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O	CC(C(C1CN=C2C(N1)(C(=O)NC(=N2)N)O)O)O.C1=CC(=CC(=C1)O)CC(C(=O)O)N
DM7769	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC1CCCN1	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CC1=NCCC1
DM7770	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.CCC1C2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O	C(=O)=O.C(CC(=O)[O-])C(=O)[O-].CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O
DM7771	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.O=O.[H+].C1=CC=C(C=C1)OC2=CC=C(C=C2)Br	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C1=CC=C(C=C1)OC2=CC(=CC(C2O)O)Br
DM7772	a	b	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O.CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)O)C	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C
DM7773	a	b	O.CCC=CCC1C(CCC1=O)CC(=O)OC	[H+].CO.CCC=CCC1C(CCC1=O)CC(=O)O
DM7774	a	b	C(CS(=O)(=O)[O-])SCC(O)Cl	C(CS(=O)(=O)O)S.C1C(O1)Cl
DM7775	a	b	O.C(C(C=O)O)OP(=O)([O-])[O-]	[O-]P(=O)([O-])[O-].C(C(C=O)O)O
DM7776	a	b	O.CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C	CC(=O)[O-].[H+].CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
DM7777	a	b	O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC(=CC=C4)O)O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.[H+].C1=CC(=CC(=C1)[O-])C(=O)O
DM7778	a	b	CC(=O)C(=O)[O-].[H+].C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	C(=O)=O.CC(=O)C(CC(=O)C1=CC=CC=C1)C2=CC=CC=C2
DM7779	a	b	O.[H+].CCCCCCCCCC(=O)C(=CC)[NH3+]	N.CCCCCCCCCC(=O)C(=O)CC
DM7780	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.O=O.[H+].C1=CC(=CC(=C1)Cl)[N+](=O)[O-]	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.N(=O)[O-].C1=CC(=C(C=C1Cl)O)O
DM7781	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)COC3C(C(C(C(O3)C)O)OC)OC	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CCC1C(C2C(O2)C=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
DM7782	a	b	O.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
DM7783	a	b	C[N+](C)(C)CC(CC(=O)[O-])O.CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
DM7784	a	b	[H+].CC(=O)C1=NC2=CC=CC=C2C(=O)N1C(CC3(C4NC(C(=O)N4C5=CC=CC=C53)(C)C)O)C(=O)O	O.CC(=O)C1=NC2=CC=CC=C2C(=O)N1C3CC4(C5NC(C(=O)N5C6=CC=CC=C64)(C)C)OC3=O
DM7785	a	b	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CCC=CCCCCCCCCCCO	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCC=CCCCCCCCCCCOC(=O)C
DM7786	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O	C(=O)=O.C(CC(=O)[O-])C(=O)[O-].COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)O
DM7787	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.O=O.[H+].C1CCC(CC1)C=CC=CC=CC(=O)NC2=CC(C=CC2=O)(C=CC=CC=CC(=O)NC3=C(CCC3=O)O)O	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C1CCC(CC1)C=CC=CC=CC(=O)NC2=CC(C3C(C2=O)O3)(C=CC=CC=CC(=O)NC4=C(CCC4=O)O)O
DM7788	a	b	C[N+]1(CC(CC1C(=O)[O-])O)C	C[N+]1(CC(CC1C(=O)[O-])O)C
DM7789	a	b	[O-]P(=O)([O-])[O-].C(C1C(C(C(C(O1)OC(CO)C(=O)[O-])O)O)O)O	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O.C(C(C(=O)O)O)O
DM7790	a	b	CCC=CCC=CCC=CCCCCCCCC(CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-])O	O.CCC=CCC=CCC=CCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
DM7791	a	b	C[N+]1(CCCC1C(=O)[O-])C	C[N+]1(CCCC1C(=O)[O-])C
DM7792	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(C)CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(C)C=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
DM7793	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CCC1=NC=CC(=C1)C(=N)S(=O)O	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O=S=O.CCC1=NC=CC(=C1)C(=O)N
DM7794	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
DM7795	a	b	C1=CC(=CC=C1C(=O)OCC2C(C(C(C(O2)OC3=CC(=O)C4=CC(=C(OC4=C3)C5=CC(=C(C=C5)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O.C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.C1=CC(=CC=C1C(=O)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)C(=O)OCC4C(C(C(C(O4)OC5=CC(=O)C6=CC(=C(OC6=C5)C7=CC(=C(C=C7)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O)O)O)O
DM7796	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(=C)C1CCC(=CC1)CO	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(=C)C1CCC(=CC1)C=O
DM7797	a	b	[H+].C(C(=CC(=O)O)C(=O)O)C(=O)O	C(=O)=O.C=C(CC(=O)O)C(=O)O
DM7798	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].C(C(C(C(C(=O)CO)O)O)O)OP(=O)([O-])[O-]
DM7799	a	b	C(C(C(CS(=O)(=O)[O-])O)O)C(=O)C(=O)[O-]	CC(=O)C(=O)[O-].C(C(C=O)O)S(=O)(=O)[O-]
DM7800	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.C1=NC2=C(N1)C(=O)NC(=O)N2	C(=O)=O.C(CC(=O)[O-])C(=O)[O-].C12=C(NC(=O)N1)NC(=O)NC2=O
DM7801	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)O)OC)OC)OC	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC
DM7802	a	b	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N.CC1=CC(=CC(=C1O)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O	CC1=C(C=CC(=C1)O)O
DM7803	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CCC1=C2C=C3C(=C(C(=N3)C=C4C(=C(C(=CC5=NC(=C6CC(=O)C1=C6[N-]2)C(C5C)CCC(=O)O)[N-]4)C)C(C)O)C)CC(C)C.[Mg+2]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].CCC1=C2C(=CC3=C2[N-]C1=CC4=NC(=CC5=C(C(=C([N-]5)C(=C6C(C(C3=N6)CCC(=O)[O-])C)C)C)C(C)O)C(=C4CC(C)C)C)[O-].[Mg+2]
DM7804	a	b	CCC=CCC=CCC=CCC=CCCC1C(OC1=O)CC=CCC=CCC=CCC=CCC	C(=O)=O.CCC=CCC=CCC=CCC=CCCC=CCC=CCC=CCC=CCC=CCC
DM7805	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(CCC6C5CCC7=CC(=O)CCC67C)C	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(CCC6C5C=CC7=CC(=O)CCC67C)C
DM7806	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CC(=CCCC(=CCO)C)C	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC(=CCO)CCC=C(C)CO
DM7807	a	b	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O.CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)NC(=O)C)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3O)CO)OC4C(C(OC(C4O)CO)OP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C)NC(=O)C)CO)O)O)O)O)O
DM7808	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CCC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(C(C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)CC)C(=C5)[O-])CCC(=O)[O-])C)C)C=C)C.[Mg+2]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].CCCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)CC4=O)CC)C.[Mg+2]
DM7809	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(C)(CCO)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(C)(CC=O)O
DM7810	a	b	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N.CC1=C(N2C(=C(C(=O)N2C1=O)C)CCl)C	[H+].[Cl-].CC1=C(N2C(=C(C(=O)N2C1=O)C)CSCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])C
DM7811	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.COC1=C(C=CC2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O
DM7812	a	b	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.[H+].C1C(C(C(C(C1[NH3+])OC2C(C(C(C(O2)CO)O)[NH3+])OP(=O)([O-])[O-])O)OC3C(C(C(C(O3)C[NH3+])O)O)O)[NH3+]
DM7813	a	b	CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C.CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3=CC=C2C1)CCC4C(C)C=CC(C)C(C)C)C)C
DM7814	a	b	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O.CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)[O-]	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)O)(C)C(=O)O
DM7815	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.O=O.[H+].CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(C(C2(C)C)O)O)C)C)C	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC1=C(C(C(C(C1)O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(C(C2(C)C)O)O)C)C)C
DM7816	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.COC1=C(C(=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].COC1=C(C(=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O)OC
DM7817	a	b	OS(=O)(=S)O.C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	[O-]S(=O)[O-].C(CC(=O)NC(CSS)C(=O)NCC(=O)O)C(C(=O)O)N
DM7818	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CCCCCCCCCCCC(C(CCCCCCCCCC)C(=O)[O-])O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CCCCCCCCCCCC(=O)C(CCCCCCCCCC)C(=O)[O-]
DM7819	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC1C(C(CC(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CC1C(=O)C(CC(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O
DM7820	a	b	CC(=CCCC(=CCC1(C=NC2=CC=CC=C21)C=C[N+]#[C-])C)C	CC1(C2CCC(C(C2C3=CNC4=CC=CC1=C43)[N+]#[C-])(C)C=C)C
DM7821	a	b	CC(=O)NC1C(C(C(OC1O)CO)O)O	CC(=O)NC1C(C(C(OC1O)CO)O)O
DM7822	a	b	[H+].C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O.CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.CC1=C(NC(=C1CCC(=O)[O-])CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)OC4C(C(OC(C4O)O)C(=O)[O-])O)C=C5C(=C(C(=O)N5)C=C)C
DM7823	a	b	O	C1=CC(=CC=C1C(=O)[O-])C(=O)OCCO
DM7824	a	b	C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
DM7825	a	b	O.CCC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.CCC(C)(C#N)O
DM7826	a	b	O.CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC	[O-]P(=O)([O-])[O-].CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC
DM7827	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CC1=C(C(=O)C2=CC=CC=C2N1)CC=C(C)CCC=C(C)CCC=C(C)C	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC1=C(C(=O)C2=CC=CC=C2N1O)CC=C(C)CCC=C(C)CCC=C(C)C
DM7828	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].C1C2=C(C=C(C=C2)O)OCC1(C3=CC4=C(C=C3O)OCO4)O	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C1C(C(C2=C(O1)C=C(C=C2)O)O)(C3=CC4=C(C=C3O)OCO4)O
